Rank,GameID,GameName,CurrentPlayers,PeakPlayers,Cost,Datetime
33,39210,FINAL FANTASY XIV Online(not available in your region),"33,151","36,593",Free To Play,2024-08-17 12:01
34,550,Left 4 Dead 2,"32,408","32,505",NT$ 188.00,2024-08-17 12:01
35,594650,Hunt: Showdown 1896,"32,320","56,055",NT$ 639.00,2024-08-17 12:01
36,2252570,Football Manager 2024,"31,490","65,354",NT$ 519.00,2024-08-17 12:01
37,394360,Hearts of Iron IV,"29,705","51,686","NT$ 1,268.00",2024-08-17 12:01
38,1281930,tModLoader,"28,987","40,318",Free To Play,2024-08-17 12:01
39,1091500,Cyberpunk 2077,"27,820","35,458",NT$ 799.00,2024-08-17 12:01
40,1222670,The Sims™ 4,"27,063","39,227",Free To Play,2024-08-17 12:01
41,2977660,Cats,"27,010","27,713",Free To Play,2024-08-17 12:01
42,1623730,Palworld,"26,942","38,334",NT$ 488.00,2024-08-17 12:01
43,322330,Don't Starve Together,"26,576","48,131",NT$ 268.00,2024-08-17 12:01
44,105600,Terraria,"26,101","34,603",NT$ 188.00,2024-08-17 12:01
45,221100,DayZ,"25,757","47,403","NT$ 1,499.00",2024-08-17 12:01
46,1366800,Crosshair X,"25,457","34,824",NT$ 144.00,2024-08-17 12:01
47,108600,Project Zomboid,"25,021","28,171",NT$ 328.00,2024-08-17 12:01
48,1449850,Yu-Gi-Oh! Master Duel,"24,169","31,891",Free To Play,2024-08-17 12:01
49,1174180,Red Dead Redemption 2,"24,166","35,012","NT$ 1,790.00",2024-08-17 12:01
50,346110,ARK: Survival Evolved,"22,561","35,975",NT$ 268.00,2024-08-17 12:01
51,304930,Unturned,"22,521","29,290",Free To Play,2024-08-17 12:01
52,294100,RimWorld,"21,802","26,078",NT$ 529.00,2024-08-17 12:01
53,1599340,Lost Ark(not available in your region),"21,694","27,968",NT$ 529.00,2024-08-17 12:01
54,489830,The Elder Scrolls V: Skyrim Special Edition,"21,555","27,001",NT$ 299.00,2024-08-17 12:01
55,2344520,Diablo® IV,"20,337","27,427","NT$ 1,575.00",2024-08-17 12:01
56,252950,Rocket League®,"19,755","28,152","NT$ 1,575.00",2024-08-17 12:01
57,377160,Fallout 4,"19,702","25,232",NT$ 239.00,2024-08-17 12:01
58,2709570,Supermarket Together,"19,227","40,442",Free To Play,2024-08-17 12:01
59,2016590,Dark and Darker,"18,855","22,494",Free To Play,2024-08-17 12:01
60,739630,Phasmophobia,"17,969","26,850",NT$ 248.00,2024-08-17 12:01
61,4000,Garry's Mod,"17,839","30,298",NT$ 278.00,2024-08-17 12:01
62,813780,Age of Empires II: Definitive Edition,"17,073","20,551",NT$ 679.00,2024-08-17 12:01
63,1142710,Total War: WARHAMMER III,"16,805","24,329","NT$ 1,790.00",2024-08-17 12:01
64,1966720,Lethal Company,"16,783","16,877",NT$ 188.00,2024-08-17 12:01
65,892970,Valheim,"16,622","24,559",NT$ 318.00,2024-08-17 12:01
66,1623660,MIR4,"16,599","17,293",Free To Play,2024-08-17 12:01
67,261550,Mount & Blade II: Bannerlord,"16,581","26,436","NT$ 1,399.00",2024-08-17 12:01
68,1238810,Battlefield™ V,"16,514","38,159",NT$ 209.00,2024-08-17 12:01
69,218620,PAYDAY 2,"16,448","19,278",NT$ 188.00,2024-08-17 12:01
70,2448970,Dungeonborne(not available in your region),"15,525","22,881",NT$ 188.00,2024-08-17 12:01
71,275850,No Man's Sky,"15,299","19,492",NT$ 898.00,2024-08-17 12:01
72,1364780,Street Fighter™ 6,"14,806","26,267","NT$ 1,680.00",2024-08-17 12:01
73,960090,Bloons TD 6,"14,452","16,643",NT$ 248.00,2024-08-17 12:01
74,250900,The Binding of Isaac: Rebirth,"14,344","20,643",NT$ 268.00,2024-08-17 12:01
75,1313140,Cult of the Lamb,"14,084","16,964",NT$ 244.00,2024-08-17 12:01
76,646570,Slay the Spire,"14,031","17,115",NT$ 499.00,2024-08-17 12:01
77,8930,Sid Meier's Civilization® V,"13,792","18,064",NT$ 895.00,2024-08-17 12:01
78,2399830,ARK: Survival Ascended,"13,529","15,332","NT$ 1,382.00",2024-08-17 12:01
79,1158310,Crusader Kings III,"13,511","19,885","NT$ 1,268.00",2024-08-17 12:01
80,2073850,THE FINALS,"12,883","14,714",Free To Play,2024-08-17 12:01
81,227300,Euro Truck Simulator 2,"12,494","35,479",NT$ 428.00,2024-08-17 12:01
82,1454400,Cookie Clicker,"12,448","14,091",NT$ 102.00,2024-08-17 12:01
83,322170,Geometry Dash,"12,436","17,413",NT$ 102.00,2024-08-17 12:01
84,548430,Deep Rock Galactic,"12,316","20,694",NT$ 438.00,2024-08-17 12:01
85,513710,SCUM,"12,157","20,004",NT$ 745.00,2024-08-17 12:01
86,292030,The Witcher 3: Wild Hunt,"12,156","22,888",NT$ 217.00,2024-08-17 12:01
87,1973530,Limbus Company,"12,121","14,477",Free To Play,2024-08-17 12:01
88,232090,Killing Floor 2,"12,053","12,789",NT$ 688.00,2024-08-17 12:01
89,582660,Black Desert,"11,949","15,288",NT$ 200.00,2024-08-17 12:01
90,2338770,NBA 2K24,"11,922","18,161","NT$ 1,790.00",2024-08-17 12:01
91,281990,Stellaris,"11,767","14,480","NT$ 1,018.00",2024-08-17 12:01
92,629520,Soundpad,"11,665","18,105",NT$ 102.00,2024-08-17 12:01
93,2889840,Spectre Divide Playtest,"11,127","12,062",NT$ 102.00,2024-08-17 12:01
94,1248130,Farming Simulator 22,"11,117","34,760",NT$ 650.00,2024-08-17 12:01
95,2709440,Delta Force Playtest,"11,109","17,703",NT$ 650.00,2024-08-17 12:01
96,427520,Factorio,"11,073","15,547",NT$ 600.00,2024-08-17 12:01
97,386360,SMITE®,"11,050","11,253",Free To Play,2024-08-17 12:01
98,236850,Europa Universalis IV,"11,033","18,027","NT$ 1,018.00",2024-08-17 12:01
99,397540,Borderlands 3,"10,928","12,300",NT$ 178.00,2024-08-17 12:01
100,1687950,Persona 5 Royal,"10,921","15,658",NT$ 716.00,2024-08-17 12:01
