Rank,GameID,GameName,CurrentPlayers,PeakPlayers,Cost,Datetime
68,892970,Valheim,"12,701","23,796",NT$ 318.00,2024-08-22 12:01
69,232090,Killing Floor 2,"12,627","12,820",NT$ 688.00,2024-08-22 12:01
70,8930,Sid Meier's Civilization® V,"12,491","19,129",NT$ 223.00,2024-08-22 12:01
71,739630,Phasmophobia,"12,429","25,128",NT$ 248.00,2024-08-22 12:01
72,261550,Mount & Blade II: Bannerlord,"11,929","23,001","NT$ 1,399.00",2024-08-22 12:01
73,1454400,Cookie Clicker,"11,859","14,226",NT$ 102.00,2024-08-22 12:01
74,960090,Bloons TD 6,"11,848","15,649",NT$ 248.00,2024-08-22 12:01
75,2073850,THE FINALS,"11,623","13,653",Free To Play,2024-08-22 12:01
76,250900,The Binding of Isaac: Rebirth,"11,481","18,114",NT$ 268.00,2024-08-22 12:01
77,513710,SCUM,"11,279","19,351",NT$ 745.00,2024-08-22 12:01
78,1238810,Battlefield™ V,"11,239","30,163","NT$ 1,399.00",2024-08-22 12:01
79,646570,Slay the Spire,"11,188","14,214",NT$ 499.00,2024-08-22 12:01
80,1158310,Crusader Kings III,"11,102","19,474","NT$ 1,268.00",2024-08-22 12:01
81,397540,Borderlands 3,"10,305","12,446",NT$ 178.00,2024-08-22 12:01
82,275850,No Man's Sky,"10,281","16,528",NT$ 898.00,2024-08-22 12:01
83,629520,Soundpad,"10,139","18,121",NT$ 102.00,2024-08-22 12:01
84,322170,Geometry Dash,"9,981","17,030",NT$ 51.00,2024-08-22 12:01
85,1364780,Street Fighter™ 6,"9,766","23,024","NT$ 1,680.00",2024-08-22 12:01
86,582660,Black Desert,"9,734","14,463",NT$ 200.00,2024-08-22 12:01
87,281990,Stellaris,"9,672","12,600","NT$ 1,018.00",2024-08-22 12:01
88,2448970,Dungeonborne(not available in your region),"9,606","15,510","NT$ 1,018.00",2024-08-22 12:01
89,1248130,Farming Simulator 22,"9,320","37,400",NT$ 650.00,2024-08-22 12:01
90,1446780,MONSTER HUNTER RISE,"9,297","16,318",NT$ 280.00,2024-08-22 12:01
91,292030,The Witcher 3: Wild Hunt,"9,199","22,164",NT$ 868.00,2024-08-22 12:01
92,227300,Euro Truck Simulator 2,"9,109","35,932",NT$ 428.00,2024-08-22 12:01
93,1905180,OBS Studio,"9,086","18,532",Free To Play,2024-08-22 12:01
94,1329410,雀魂麻將(MahjongSoul),"9,065","19,080",Free To Play,2024-08-22 12:01
95,2399830,ARK: Survival Ascended,"9,038","12,428","NT$ 1,382.00",2024-08-22 12:01
96,291550,Brawlhalla,"8,943","13,949",Free To Play,2024-08-22 12:01
97,306130,The Elder Scrolls® Online,"8,941","14,915",NT$ 599.00,2024-08-22 12:01
98,386360,SMITE®,"8,902","10,329",Free To Play,2024-08-22 12:01
99,427520,Factorio,"8,788","15,037",NT$ 600.00,2024-08-22 12:01
100,216150,MapleStory(not available in your region),"8,751","9,006",NT$ 600.00,2024-08-22 12:01
