Rank,GameID,GameName,CurrentPlayers,PeakPlayers,Cost,Datetime
75,646570,Slay the Spire,"11,123","14,602",NT$ 499.00,2024-08-21 12:01
76,1158310,Crusader Kings III,"11,095","19,716","NT$ 1,268.00",2024-08-21 12:01
77,2344520,Diablo® IV,"10,948","20,908","NT$ 1,575.00",2024-08-21 12:01
78,582660,Black Desert,"10,747","14,603",NT$ 200.00,2024-08-21 12:01
79,275850,No Man's Sky,"10,683","16,969",NT$ 898.00,2024-08-21 12:01
80,513710,SCUM,"10,564","19,149",NT$ 745.00,2024-08-21 12:01
81,2073850,THE FINALS,"10,518","12,999",Free To Play,2024-08-21 12:01
82,629520,Soundpad,"10,130","18,119",NT$ 102.00,2024-08-21 12:01
83,322170,Geometry Dash,"10,032","17,124",NT$ 51.00,2024-08-21 12:01
84,2448970,Dungeonborne(not available in your region),"9,955","16,044",NT$ 51.00,2024-08-21 12:01
85,2399830,ARK: Survival Ascended,"9,806","13,245","NT$ 1,382.00",2024-08-21 12:01
86,397540,Borderlands 3,"9,790","11,712",NT$ 178.00,2024-08-21 12:01
87,218620,PAYDAY 2,"9,694","19,388",NT$ 188.00,2024-08-21 12:01
88,1364780,Street Fighter™ 6,"9,646","22,676","NT$ 1,680.00",2024-08-21 12:01
89,281990,Stellaris,"9,583","12,965","NT$ 1,018.00",2024-08-21 12:01
90,292030,The Witcher 3: Wild Hunt,"9,522","22,587",NT$ 868.00,2024-08-21 12:01
91,1687950,Persona 5 Royal,"9,475","16,455","NT$ 1,790.00",2024-08-21 12:01
92,1905180,OBS Studio,"9,430","19,076",Free To Play,2024-08-21 12:01
93,1313140,Cult of the Lamb,"9,337","13,456",NT$ 488.00,2024-08-21 12:01
94,306130,The Elder Scrolls® Online,"9,314","15,428",NT$ 179.00,2024-08-21 12:01
95,1248130,Farming Simulator 22,"9,236","37,151",NT$ 650.00,2024-08-21 12:01
96,2162800,shapez 2,"9,119","14,221",NT$ 326.00,2024-08-21 12:01
97,227300,Euro Truck Simulator 2,"9,065","35,537",NT$ 428.00,2024-08-21 12:01
98,427520,Factorio,"8,969","15,333",NT$ 600.00,2024-08-21 12:01
99,386360,SMITE®,"8,780","10,542",Free To Play,2024-08-21 12:01
100,1446780,MONSTER HUNTER RISE,"8,749","15,791",NT$ 280.00,2024-08-21 12:01
