Rank,GameID,GameName,CurrentPlayers,PeakPlayers,Cost,Datetime
60,4000,Garry's Mod,"18,261","32,068",NT$ 278.00,2024-08-25 11:57
61,252950,Rocket League®,"18,242","28,023",NT$ 278.00,2024-08-25 11:57
62,1599340,Lost Ark(not available in your region),"17,981","25,154",NT$ 278.00,2024-08-25 11:57
63,1158310,Crusader Kings III,"17,928","28,464","NT$ 1,268.00",2024-08-25 11:57
64,813780,Age of Empires II: Definitive Edition,"17,142","22,648",NT$ 679.00,2024-08-25 11:57
65,1623660,MIR4,"16,920","18,077",Free To Play,2024-08-25 11:57
66,892970,Valheim,"16,696","27,854",NT$ 318.00,2024-08-25 11:57
67,739630,Phasmophobia,"16,613","27,040",NT$ 248.00,2024-08-25 11:57
68,513710,SCUM,"16,320","26,749",NT$ 298.00,2024-08-25 11:57
69,8930,Sid Meier's Civilization® V,"16,195","22,452",NT$ 223.00,2024-08-25 11:57
70,2709570,Supermarket Together,"15,643","30,752",Free To Play,2024-08-25 11:57
71,2016590,Dark and Darker,"15,606","19,598",Free To Play,2024-08-25 11:57
72,261550,Mount & Blade II: Bannerlord,"15,510","25,935","NT$ 1,399.00",2024-08-25 11:57
73,1446780,MONSTER HUNTER RISE,"14,833","21,418",NT$ 280.00,2024-08-25 11:57
74,960090,Bloons TD 6,"14,356","18,562",NT$ 248.00,2024-08-25 11:57
75,646570,Slay the Spire,"13,815","15,354",NT$ 169.00,2024-08-25 11:57
76,1364780,Street Fighter™ 6,"13,788","23,845","NT$ 1,680.00",2024-08-25 11:57
77,250900,The Binding of Isaac: Rebirth,"13,754","19,841",NT$ 268.00,2024-08-25 11:57
78,2399830,ARK: Survival Ascended,"13,576","17,205","NT$ 1,382.00",2024-08-25 11:57
79,1238810,Battlefield™ V,"13,556","29,310","NT$ 1,399.00",2024-08-25 11:57
80,397540,Borderlands 3,"13,541","15,883",NT$ 773.00,2024-08-25 11:57
81,1454400,Cookie Clicker,"13,509","15,373",NT$ 102.00,2024-08-25 11:57
82,322170,Geometry Dash,"13,082","20,787",NT$ 51.00,2024-08-25 11:57
83,1621690,Core Keeper,"13,028","17,106",NT$ 262.00,2024-08-25 11:57
84,1973530,Limbus Company,"12,699","14,742",Free To Play,2024-08-25 11:57
85,227300,Euro Truck Simulator 2,"12,643","37,933",NT$ 428.00,2024-08-25 11:57
86,2073850,THE FINALS,"12,580","15,685",Free To Play,2024-08-25 11:57
87,275850,No Man's Sky,"12,555","18,627",NT$ 898.00,2024-08-25 11:57
88,1248130,Farming Simulator 22,"12,209","38,003",NT$ 650.00,2024-08-25 11:57
89,281990,Stellaris,"12,018","15,522","NT$ 1,018.00",2024-08-25 11:57
90,629520,Soundpad,"11,805","19,647",NT$ 102.00,2024-08-25 11:57
91,292030,The Witcher 3: Wild Hunt,"11,606","23,340",NT$ 868.00,2024-08-25 11:57
92,232090,Killing Floor 2,"11,513","11,832",NT$ 688.00,2024-08-25 11:57
93,291550,Brawlhalla,"11,438","16,326",Free To Play,2024-08-25 11:57
94,427520,Factorio,"11,420","17,074",NT$ 600.00,2024-08-25 11:57
95,582660,Black Desert,"11,214","14,788",NT$ 200.00,2024-08-25 11:57
96,284160,BeamNG.drive,"11,087","19,636",NT$ 408.00,2024-08-25 11:57
97,632360,Risk of Rain 2,"11,069","11,204",NT$ 588.00,2024-08-25 11:57
98,2448970,Dungeonborne(not available in your region),"10,917","15,200",NT$ 588.00,2024-08-25 11:57
99,236850,Europa Universalis IV,"10,743","19,075","NT$ 1,018.00",2024-08-25 11:57
100,548430,Deep Rock Galactic,"10,528","16,793",NT$ 438.00,2024-08-25 11:57
