Rank,GameID,GameName,CurrentPlayers,PeakPlayers,Cost,Datetime
33,2252570,Football Manager 2024,"33,356","69,954",NT$ 519.00,2024-08-18 12:01
34,553850,HELLDIVERS™ 2,"33,061","38,256","NT$ 1,190.00",2024-08-18 12:01
35,550,Left 4 Dead 2,"32,873","33,871",NT$ 188.00,2024-08-18 12:01
36,1091500,Cyberpunk 2077,"31,396","42,524",NT$ 799.00,2024-08-18 12:01
37,594650,Hunt: Showdown 1896,"31,011","55,647",NT$ 639.00,2024-08-18 12:01
38,1281930,tModLoader,"30,909","43,213",Free To Play,2024-08-18 12:01
39,394360,Hearts of Iron IV,"30,885","56,495","NT$ 1,268.00",2024-08-18 12:01
40,1222670,The Sims™ 4,"29,228","42,633",Free To Play,2024-08-18 12:01
41,1623730,Palworld,"29,012","42,246",NT$ 488.00,2024-08-18 12:01
42,322330,Don't Starve Together,"27,406","50,227",NT$ 268.00,2024-08-18 12:01
43,221100,DayZ,"27,343","52,403","NT$ 1,499.00",2024-08-18 12:01
44,105600,Terraria,"27,236","37,273",NT$ 188.00,2024-08-18 12:01
45,2977660,Cats,"26,919","27,386",Free To Play,2024-08-18 12:01
46,3047030,Tapple - Idle Clicker,"26,852","38,150",Free To Play,2024-08-18 12:01
47,108600,Project Zomboid,"26,394","32,745",NT$ 328.00,2024-08-18 12:01
48,1174180,Red Dead Redemption 2,"26,104","39,418","NT$ 1,790.00",2024-08-18 12:01
49,1449850,Yu-Gi-Oh! Master Duel,"25,951","29,954",Free To Play,2024-08-18 12:01
50,1366800,Crosshair X,"25,836","36,491",NT$ 144.00,2024-08-18 12:01
51,346110,ARK: Survival Evolved,"24,904","39,389",NT$ 268.00,2024-08-18 12:01
52,489830,The Elder Scrolls V: Skyrim Special Edition,"23,688","31,812",NT$ 299.00,2024-08-18 12:01
53,294100,RimWorld,"23,464","29,646",NT$ 529.00,2024-08-18 12:01
54,304930,Unturned,"22,323","28,217",Free To Play,2024-08-18 12:01
55,1599340,Lost Ark(not available in your region),"21,527","28,017",Free To Play,2024-08-18 12:01
56,377160,Fallout 4,"21,217","29,285",NT$ 239.00,2024-08-18 12:01
57,2344520,Diablo® IV,"20,304","29,350","NT$ 1,575.00",2024-08-18 12:01
58,2709570,Supermarket Together,"19,199","38,610",Free To Play,2024-08-18 12:01
59,2016590,Dark and Darker,"18,962","23,669",Free To Play,2024-08-18 12:01
60,4000,Garry's Mod,"18,505","33,463",NT$ 278.00,2024-08-18 12:01
61,739630,Phasmophobia,"18,167","28,766",NT$ 248.00,2024-08-18 12:01
62,261550,Mount & Blade II: Bannerlord,"17,997","29,277","NT$ 1,399.00",2024-08-18 12:01
63,1142710,Total War: WARHAMMER III,"17,862","28,494","NT$ 1,790.00",2024-08-18 12:01
64,218620,PAYDAY 2,"17,647","22,485",NT$ 188.00,2024-08-18 12:01
65,1238810,Battlefield™ V,"17,646","40,080",NT$ 209.00,2024-08-18 12:01
66,252950,Rocket League®,"17,590","27,890",NT$ 209.00,2024-08-18 12:01
67,892970,Valheim,"17,383","28,653",NT$ 318.00,2024-08-18 12:01
68,813780,Age of Empires II: Definitive Edition,"17,379","23,061",NT$ 679.00,2024-08-18 12:01
69,1623660,MIR4,"16,507","17,682",Free To Play,2024-08-18 12:01
70,275850,No Man's Sky,"16,129","23,326",NT$ 898.00,2024-08-18 12:01
71,2448970,Dungeonborne(not available in your region),"15,336","23,426",NT$ 898.00,2024-08-18 12:01
72,1313140,Cult of the Lamb,"15,179","19,450",NT$ 244.00,2024-08-18 12:01
73,1364780,Street Fighter™ 6,"15,167","26,420","NT$ 1,680.00",2024-08-18 12:01
74,960090,Bloons TD 6,"15,030","19,051",NT$ 248.00,2024-08-18 12:01
75,250900,The Binding of Isaac: Rebirth,"14,923","21,754",NT$ 268.00,2024-08-18 12:01
76,646570,Slay the Spire,"14,500","18,231",NT$ 499.00,2024-08-18 12:01
77,1158310,Crusader Kings III,"14,406","22,459","NT$ 1,268.00",2024-08-18 12:01
78,8930,Sid Meier's Civilization® V,"14,244","20,420",NT$ 895.00,2024-08-18 12:01
79,2399830,ARK: Survival Ascended,"14,181","17,803","NT$ 1,382.00",2024-08-18 12:01
80,292030,The Witcher 3: Wild Hunt,"13,691","27,114",NT$ 217.00,2024-08-18 12:01
81,227300,Euro Truck Simulator 2,"13,268","39,408",NT$ 428.00,2024-08-18 12:01
82,281990,Stellaris,"12,923","17,359","NT$ 1,018.00",2024-08-18 12:01
83,1454400,Cookie Clicker,"12,813","14,469",NT$ 102.00,2024-08-18 12:01
84,513710,SCUM,"12,743","20,863",NT$ 745.00,2024-08-18 12:01
85,397540,Borderlands 3,"12,530","14,967",NT$ 178.00,2024-08-18 12:01
86,322170,Geometry Dash,"12,520","19,509",NT$ 102.00,2024-08-18 12:01
87,2073850,THE FINALS,"12,474","15,589",Free To Play,2024-08-18 12:01
88,232090,Killing Floor 2,"12,380","12,666",NT$ 688.00,2024-08-18 12:01
89,1687950,Persona 5 Royal,"12,376","18,262",NT$ 716.00,2024-08-18 12:01
90,2338770,NBA 2K24,"12,243","18,590","NT$ 1,790.00",2024-08-18 12:01
91,582660,Black Desert,"12,148","15,982",NT$ 200.00,2024-08-18 12:01
92,548430,Deep Rock Galactic,"12,126","21,605",NT$ 438.00,2024-08-18 12:01
93,1446780,MONSTER HUNTER RISE,"12,057","18,825",NT$ 280.00,2024-08-18 12:01
94,1248130,Farming Simulator 22,"11,897","37,182",NT$ 650.00,2024-08-18 12:01
95,629520,Soundpad,"11,853","19,104",NT$ 102.00,2024-08-18 12:01
96,427520,Factorio,"11,765","18,104",NT$ 600.00,2024-08-18 12:01
97,1973530,Limbus Company,"11,632","13,346",Free To Play,2024-08-18 12:01
98,236850,Europa Universalis IV,"11,469","20,453","NT$ 1,018.00",2024-08-18 12:01
99,1517290,Battlefield™ 2042,"11,322","17,209",NT$ 239.00,2024-08-18 12:01
100,2162800,shapez 2,"11,289","14,867",NT$ 326.00,2024-08-18 12:01
